County,Precinct,Office,District,Candidate,Party,Early,Poll,Total
Peoria,AK001,Assembly,73,DAVID R. LEITCH,REP,127,345,472
Peoria,BR001,Assembly,73,DAVID R. LEITCH,REP,108,345,453
Peoria,CH001,Assembly,73,DAVID R. LEITCH,REP,292,460,752
Peoria,CH002,Assembly,73,DAVID R. LEITCH,REP,212,411,623
Peoria,CH003,Assembly,73,DAVID R. LEITCH,REP,119,351,470
Peoria,CH004,Assembly,73,DAVID R. LEITCH,REP,159,422,581
Peoria,CH005,Assembly,73,DAVID R. LEITCH,REP,223,467,690
Peoria,EL001,Assembly,73,DAVID R. LEITCH,REP,79,213,292
Peoria,EL002,Assembly,73,DAVID R. LEITCH,REP,96,256,352
Peoria,EL003,Assembly,73,DAVID R. LEITCH,REP,97,278,375
Peoria,HA001,Assembly,73,DAVID R. LEITCH,REP,288,527,815
Peoria,JU001,Assembly,73,DAVID R. LEITCH,REP,346,532,878
Peoria,KI001,Assembly,73,DAVID R. LEITCH,REP,98,90,188
Peoria,LI002,Assembly,73,DAVID R. LEITCH,REP,94,120,214
Peoria,LI003,Assembly,73,DAVID R. LEITCH,REP,33,119,152
Peoria,LI011,Assembly,73,DAVID R. LEITCH,REP,17,12,29
Peoria,LI013,Assembly,73,DAVID R. LEITCH,REP,232,466,698
Peoria,LI014,Assembly,73,DAVID R. LEITCH,REP,246,357,603
Peoria,LO001,Assembly,73,DAVID R. LEITCH,REP,208,394,602
Peoria,LO002,Assembly,73,DAVID R. LEITCH,REP,243,525,768
Peoria,ME001,Assembly,73,DAVID R. LEITCH,REP,216,370,586
Peoria,ME002,Assembly,73,DAVID R. LEITCH,REP,174,323,497
Peoria,ME003,Assembly,73,DAVID R. LEITCH,REP,420,389,809
Peoria,ME004,Assembly,73,DAVID R. LEITCH,REP,360,287,647
Peoria,ME005,Assembly,73,DAVID R. LEITCH,REP,116,335,451
Peoria,MI001,Assembly,73,DAVID R. LEITCH,REP,18,181,199
Peoria,PR001,Assembly,73,DAVID R. LEITCH,REP,142,436,578
Peoria,RA001,Assembly,73,DAVID R. LEITCH,REP,486,406,892
Peoria,RA002,Assembly,73,DAVID R. LEITCH,REP,307,236,543
Peoria,RI001,Assembly,73,DAVID R. LEITCH,REP,14,2,16
Peoria,RI002,Assembly,73,DAVID R. LEITCH,REP,2,0,2
Peoria,RO001,Assembly,73,DAVID R. LEITCH,REP,151,411,562
Peoria,TR001,Assembly,73,DAVID R. LEITCH,REP,87,362,449
Peoria,KI001,Assembly,92,JEHAN GORDON,DEM,167,91,258
Peoria,KI002,Assembly,92,JEHAN GORDON,DEM,73,158,231
Peoria,LI001,Assembly,92,JEHAN GORDON,DEM,109,243,352
Peoria,LI002,Assembly,92,JEHAN GORDON,DEM,106,106,212
Peoria,LI003,Assembly,92,JEHAN GORDON,DEM,15,0,15
Peoria,LI004,Assembly,92,JEHAN GORDON,DEM,116,228,344
Peoria,LI005,Assembly,92,JEHAN GORDON,DEM,107,257,364
Peoria,LI007,Assembly,92,JEHAN GORDON,DEM,36,79,115
Peoria,LI011,Assembly,92,JEHAN GORDON,DEM,0,6,6
Peoria,LI012,Assembly,92,JEHAN GORDON,DEM,170,219,389
Peoria,RI003,Assembly,92,JEHAN GORDON,DEM,109,191,300
Peoria,RI004,Assembly,92,JEHAN GORDON,DEM,74,197,271
Peoria,WP001,Assembly,92,JEHAN GORDON,DEM,95,109,204
Peoria,WP002,Assembly,92,JEHAN GORDON,DEM,127,101,228
Peoria,WP003,Assembly,92,JEHAN GORDON,DEM,132,116,248
Peoria,WP004,Assembly,92,JEHAN GORDON,DEM,106,140,246
Peoria,KI001,Assembly,92,JOAN GORE KRUPA,REP,284,351,635
Peoria,KI002,Assembly,92,JOAN GORE KRUPA,REP,59,197,256
Peoria,LI001,Assembly,92,JOAN GORE KRUPA,REP,113,291,404
Peoria,LI002,Assembly,92,JOAN GORE KRUPA,REP,96,141,237
Peoria,LI003,Assembly,92,JOAN GORE KRUPA,REP,12,0,12
Peoria,LI004,Assembly,92,JOAN GORE KRUPA,REP,123,225,348
Peoria,LI005,Assembly,92,JOAN GORE KRUPA,REP,55,133,188
Peoria,LI007,Assembly,92,JOAN GORE KRUPA,REP,27,100,127
Peoria,LI011,Assembly,92,JOAN GORE KRUPA,REP,1,15,16
Peoria,LI012,Assembly,92,JOAN GORE KRUPA,REP,158,349,507
Peoria,RI003,Assembly,92,JOAN GORE KRUPA,REP,94,223,317
Peoria,RI004,Assembly,92,JOAN GORE KRUPA,REP,63,245,308
Peoria,WP001,Assembly,92,JOAN GORE KRUPA,REP,93,88,181
Peoria,WP002,Assembly,92,JOAN GORE KRUPA,REP,168,161,329
Peoria,WP003,Assembly,92,JOAN GORE KRUPA,REP,135,172,307
Peoria,WP004,Assembly,92,JOAN GORE KRUPA,REP,145,156,301
Peoria,HO001,Assembly,91,MICHAEL K. SMITH,DEM,128,387,515
Peoria,HO002,Assembly,91,MICHAEL K. SMITH,DEM,100,204,304
Peoria,LI006,Assembly,91,MICHAEL K. SMITH,DEM,1,2,3
Peoria,LI008,Assembly,91,MICHAEL K. SMITH,DEM,118,152,270
Peoria,LI009,Assembly,91,MICHAEL K. SMITH,DEM,93,327,420
Peoria,LI010,Assembly,91,MICHAEL K. SMITH,DEM,161,431,592
Peoria,LI011,Assembly,91,MICHAEL K. SMITH,DEM,213,419,632
Peoria,LI012,Assembly,91,MICHAEL K. SMITH,DEM,1,5,6
Peoria,LI013,Assembly,91,MICHAEL K. SMITH,DEM,23,17,40
Peoria,TI001,Assembly,91,MICHAEL K. SMITH,DEM,63,406,469
Peoria,TI002,Assembly,91,MICHAEL K. SMITH,DEM,120,364,484
Peoria,AK001,President,,BARACK OBAMA ,DEM,70,112,182
Peoria,BR001,President,,BARACK OBAMA ,DEM,89,211,300
Peoria,CH001,President,,BARACK OBAMA ,DEM,187,268,455
Peoria,CH002,President,,BARACK OBAMA ,DEM,144,212,356
Peoria,CH003,President,,BARACK OBAMA ,DEM,92,230,322
Peoria,CH004,President,,BARACK OBAMA ,DEM,113,293,406
Peoria,CH005,President,,BARACK OBAMA ,DEM,170,296,466
Peoria,EL001,President,,BARACK OBAMA ,DEM,60,131,191
Peoria,EL002,President,,BARACK OBAMA ,DEM,64,169,233
Peoria,EL003,President,,BARACK OBAMA ,DEM,66,154,220
Peoria,HA001,President,,BARACK OBAMA ,DEM,146,214,360
Peoria,HO001,President,,BARACK OBAMA ,DEM,97,217,314
Peoria,HO002,President,,BARACK OBAMA ,DEM,70,109,179
Peoria,JU001,President,,BARACK OBAMA ,DEM,153,203,356
Peoria,KI001,President,,BARACK OBAMA ,DEM,270,218,488
Peoria,KI002,President,,BARACK OBAMA ,DEM,91,193,284
Peoria,LI001,President,,BARACK OBAMA ,DEM,133,335,468
Peoria,LI002,President,,BARACK OBAMA ,DEM,173,200,373
Peoria,LI003,President,,BARACK OBAMA ,DEM,32,73,105
Peoria,LI004,President,,BARACK OBAMA ,DEM,164,279,443
Peoria,LI005,President,,BARACK OBAMA ,DEM,109,275,384
Peoria,LI006,President,,BARACK OBAMA ,DEM,107,162,269
Peoria,LI007,President,,BARACK OBAMA ,DEM,39,100,139
Peoria,LI008,President,,BARACK OBAMA ,DEM,160,183,343
Peoria,LI009,President,,BARACK OBAMA ,DEM,75,255,330
Peoria,LI010,President,,BARACK OBAMA ,DEM,104,310,414
Peoria,LI011,President,,BARACK OBAMA ,DEM,175,319,494
Peoria,LI012,President,,BARACK OBAMA ,DEM,214,326,540
Peoria,LI013,President,,BARACK OBAMA ,DEM,157,265,422
Peoria,LI014,President,,BARACK OBAMA ,DEM,187,211,398
Peoria,LO001,President,,BARACK OBAMA ,DEM,134,192,326
Peoria,LO002,President,,BARACK OBAMA ,DEM,193,293,486
Peoria,ME001,President,,BARACK OBAMA ,DEM,117,184,301
Peoria,ME002,President,,BARACK OBAMA ,DEM,93,150,243
Peoria,ME003,President,,BARACK OBAMA ,DEM,177,161,338
Peoria,ME004,President,,BARACK OBAMA ,DEM,156,94,250
Peoria,ME005,President,,BARACK OBAMA ,DEM,82,216,298
Peoria,MI001,President,,BARACK OBAMA ,DEM,11,100,111
Peoria,PR001,President,,BARACK OBAMA ,DEM,102,240,342
Peoria,RA001,President,,BARACK OBAMA ,DEM,245,150,395
Peoria,RA002,President,,BARACK OBAMA ,DEM,129,77,206
Peoria,RI001,President,,BARACK OBAMA ,DEM,125,207,332
Peoria,RI002,President,,BARACK OBAMA ,DEM,195,236,431
Peoria,RI003,President,,BARACK OBAMA ,DEM,145,263,408
Peoria,RI004,President,,BARACK OBAMA ,DEM,97,273,370
Peoria,RO001,President,,BARACK OBAMA ,DEM,69,185,254
Peoria,TI001,President,,BARACK OBAMA ,DEM,44,255,299
Peoria,TI002,President,,BARACK OBAMA ,DEM,87,225,312
Peoria,TR001,President,,BARACK OBAMA ,DEM,36,197,233
Peoria,WP001,President,,BARACK OBAMA ,DEM,124,142,266
Peoria,WP002,President,,BARACK OBAMA ,DEM,189,151,340
Peoria,WP003,President,,BARACK OBAMA ,DEM,196,176,372
Peoria,WP004,President,,BARACK OBAMA ,DEM,168,193,361
Peoria,AK001,President,,BOB BARR,LBT,1,1,2
Peoria,BR001,President,,BOB BARR,LBT,0,0,0
Peoria,CH001,President,,BOB BARR,LBT,1,4,5
Peoria,CH002,President,,BOB BARR,LBT,0,5,5
Peoria,CH003,President,,BOB BARR,LBT,0,2,2
Peoria,CH004,President,,BOB BARR,LBT,0,2,2
Peoria,CH005,President,,BOB BARR,LBT,0,0,0
Peoria,EL001,President,,BOB BARR,LBT,0,2,2
Peoria,EL002,President,,BOB BARR,LBT,0,0,0
Peoria,EL003,President,,BOB BARR,LBT,1,1,2
Peoria,HA001,President,,BOB BARR,LBT,2,4,6
Peoria,HO001,President,,BOB BARR,LBT,1,2,3
Peoria,HO002,President,,BOB BARR,LBT,1,2,3
Peoria,JU001,President,,BOB BARR,LBT,3,3,6
Peoria,KI001,President,,BOB BARR,LBT,2,3,5
Peoria,KI002,President,,BOB BARR,LBT,1,4,5
Peoria,LI001,President,,BOB BARR,LBT,2,1,3
Peoria,LI002,President,,BOB BARR,LBT,1,3,4
Peoria,LI003,President,,BOB BARR,LBT,0,0,0
Peoria,LI004,President,,BOB BARR,LBT,0,6,6
Peoria,LI005,President,,BOB BARR,LBT,0,1,1
Peoria,LI006,President,,BOB BARR,LBT,1,1,2
Peoria,LI007,President,,BOB BARR,LBT,0,5,5
Peoria,LI008,President,,BOB BARR,LBT,0,2,2
Peoria,LI009,President,,BOB BARR,LBT,0,6,6
Peoria,LI010,President,,BOB BARR,LBT,1,3,4
Peoria,LI011,President,,BOB BARR,LBT,1,1,2
Peoria,LI012,President,,BOB BARR,LBT,0,5,5
Peoria,LI013,President,,BOB BARR,LBT,0,0,0
Peoria,LI014,President,,BOB BARR,LBT,0,4,4
Peoria,LO001,President,,BOB BARR,LBT,1,2,3
Peoria,LO002,President,,BOB BARR,LBT,0,2,2
Peoria,ME001,President,,BOB BARR,LBT,0,1,1
Peoria,ME002,President,,BOB BARR,LBT,2,2,4
Peoria,ME003,President,,BOB BARR,LBT,3,1,4
Peoria,ME004,President,,BOB BARR,LBT,1,3,4
Peoria,ME005,President,,BOB BARR,LBT,1,6,7
Peoria,MI001,President,,BOB BARR,LBT,0,0,0
Peoria,PR001,President,,BOB BARR,LBT,1,3,4
Peoria,RA001,President,,BOB BARR,LBT,1,6,7
Peoria,RA002,President,,BOB BARR,LBT,4,2,6
Peoria,RI001,President,,BOB BARR,LBT,1,2,3
Peoria,RI002,President,,BOB BARR,LBT,2,4,6
Peoria,RI003,President,,BOB BARR,LBT,0,1,1
Peoria,RI004,President,,BOB BARR,LBT,0,0,0
Peoria,RO001,President,,BOB BARR,LBT,1,4,5
Peoria,TI001,President,,BOB BARR,LBT,0,2,2
Peoria,TI002,President,,BOB BARR,LBT,0,4,4
Peoria,TR001,President,,BOB BARR,LBT,0,2,2
Peoria,WP001,President,,BOB BARR,LBT,0,1,1
Peoria,WP002,President,,BOB BARR,LBT,3,0,3
Peoria,WP003,President,,BOB BARR,LBT,3,2,5
Peoria,WP004,President,,BOB BARR,LBT,0,2,2
Peoria,AK001,President,,CHARLES O. BALDWIN,CON,2,0,2
Peoria,BR001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,CH001,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,CH002,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,CH003,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,CH004,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,CH005,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,EL001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,EL002,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,EL003,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,HA001,President,,CHARLES O. BALDWIN,CON,0,3,3
Peoria,HO001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,HO002,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,JU001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,KI001,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,KI002,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,LI001,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI002,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,LI003,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI004,President,,CHARLES O. BALDWIN,CON,1,1,2
Peoria,LI005,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI006,President,,CHARLES O. BALDWIN,CON,1,0,1
Peoria,LI007,President,,CHARLES O. BALDWIN,CON,0,5,5
Peoria,LI008,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,LI009,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI010,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,LI011,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI012,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI013,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LI014,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,LO001,President,,CHARLES O. BALDWIN,CON,1,0,1
Peoria,LO002,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,ME001,President,,CHARLES O. BALDWIN,CON,1,1,2
Peoria,ME002,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,ME003,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,ME004,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,ME005,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,MI001,President,,CHARLES O. BALDWIN,CON,1,1,2
Peoria,PR001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,RA001,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,RA002,President,,CHARLES O. BALDWIN,CON,2,1,3
Peoria,RI001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,RI002,President,,CHARLES O. BALDWIN,CON,0,3,3
Peoria,RI003,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,RI004,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,RO001,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,TI001,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,TI002,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,TR001,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,WP001,President,,CHARLES O. BALDWIN,CON,0,2,2
Peoria,WP002,President,,CHARLES O. BALDWIN,CON,0,0,0
Peoria,WP003,President,,CHARLES O. BALDWIN,CON,0,1,1
Peoria,WP004,President,,CHARLES O. BALDWIN,CON,0,4,4
Peoria,AK001,President,,CYNTHIA MCKINNEY ,GRN,0,0,0
Peoria,BR001,President,,CYNTHIA MCKINNEY ,GRN,2,0,2
Peoria,CH001,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,CH002,President,,CYNTHIA MCKINNEY ,GRN,3,3,6
Peoria,CH003,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,CH004,President,,CYNTHIA MCKINNEY ,GRN,1,2,3
Peoria,CH005,President,,CYNTHIA MCKINNEY ,GRN,1,1,2
Peoria,EL001,President,,CYNTHIA MCKINNEY ,GRN,0,2,2
Peoria,EL002,President,,CYNTHIA MCKINNEY ,GRN,0,2,2
Peoria,EL003,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,HA001,President,,CYNTHIA MCKINNEY ,GRN,3,1,4
Peoria,HO001,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,HO002,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,JU001,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,KI001,President,,CYNTHIA MCKINNEY ,GRN,1,4,5
Peoria,KI002,President,,CYNTHIA MCKINNEY ,GRN,0,3,3
Peoria,LI001,President,,CYNTHIA MCKINNEY ,GRN,1,1,2
Peoria,LI002,President,,CYNTHIA MCKINNEY ,GRN,1,1,2
Peoria,LI003,President,,CYNTHIA MCKINNEY ,GRN,0,0,0
Peoria,LI004,President,,CYNTHIA MCKINNEY ,GRN,0,3,3
Peoria,LI005,President,,CYNTHIA MCKINNEY ,GRN,0,2,2
Peoria,LI006,President,,CYNTHIA MCKINNEY ,GRN,0,2,2
Peoria,LI007,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,LI008,President,,CYNTHIA MCKINNEY ,GRN,0,0,0
Peoria,LI009,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,LI010,President,,CYNTHIA MCKINNEY ,GRN,2,0,2
Peoria,LI011,President,,CYNTHIA MCKINNEY ,GRN,1,1,2
Peoria,LI012,President,,CYNTHIA MCKINNEY ,GRN,2,1,3
Peoria,LI013,President,,CYNTHIA MCKINNEY ,GRN,2,2,4
Peoria,LI014,President,,CYNTHIA MCKINNEY ,GRN,1,1,2
Peoria,LO001,President,,CYNTHIA MCKINNEY ,GRN,0,5,5
Peoria,LO002,President,,CYNTHIA MCKINNEY ,GRN,1,3,4
Peoria,ME001,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,ME002,President,,CYNTHIA MCKINNEY ,GRN,0,3,3
Peoria,ME003,President,,CYNTHIA MCKINNEY ,GRN,0,3,3
Peoria,ME004,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,ME005,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,MI001,President,,CYNTHIA MCKINNEY ,GRN,0,0,0
Peoria,PR001,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,RA001,President,,CYNTHIA MCKINNEY ,GRN,2,1,3
Peoria,RA002,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,RI001,President,,CYNTHIA MCKINNEY ,GRN,1,3,4
Peoria,RI002,President,,CYNTHIA MCKINNEY ,GRN,1,2,3
Peoria,RI003,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,RI004,President,,CYNTHIA MCKINNEY ,GRN,1,4,5
Peoria,RO001,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,TI001,President,,CYNTHIA MCKINNEY ,GRN,0,2,2
Peoria,TI002,President,,CYNTHIA MCKINNEY ,GRN,0,2,2
Peoria,TR001,President,,CYNTHIA MCKINNEY ,GRN,0,1,1
Peoria,WP001,President,,CYNTHIA MCKINNEY ,GRN,0,4,4
Peoria,WP002,President,,CYNTHIA MCKINNEY ,GRN,1,1,2
Peoria,WP003,President,,CYNTHIA MCKINNEY ,GRN,3,1,4
Peoria,WP004,President,,CYNTHIA MCKINNEY ,GRN,1,0,1
Peoria,AK001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,BR001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,CH001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,CH002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,CH003,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,CH004,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,CH005,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,EL001,President,,DONALD K. ALLEN (W),,0,1,1
Peoria,EL002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,EL003,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,HA001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,HO001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,HO002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,JU001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,KI001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,KI002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI003,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI004,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI005,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI006,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI007,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI008,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI009,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI010,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI011,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI012,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI013,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LI014,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LO001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,LO002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,ME001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,ME002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,ME003,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,ME004,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,ME005,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,MI001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,PR001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RA001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RA002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RI001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RI002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RI003,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RI004,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,RO001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,TI001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,TI002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,TR001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,WP001,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,WP002,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,WP003,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,WP004,President,,DONALD K. ALLEN (W),,0,0,0
Peoria,AK001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,BR001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,CH001,President,,JOHN JOSEPH POLACHEK,NEW,0,1,1
Peoria,CH002,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,CH003,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,CH004,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,CH005,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,EL001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,EL002,President,,JOHN JOSEPH POLACHEK,NEW,1,0,1
Peoria,EL003,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,HA001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,HO001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,HO002,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,JU001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,KI001,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,KI002,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,LI001,President,,JOHN JOSEPH POLACHEK,NEW,1,0,1
Peoria,LI002,President,,JOHN JOSEPH POLACHEK,NEW,2,0,2
Peoria,LI003,President,,JOHN JOSEPH POLACHEK,NEW,0,1,1
Peoria,LI004,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,LI005,President,,JOHN JOSEPH POLACHEK,NEW,0,1,1
Peoria,LI006,President,,JOHN JOSEPH POLACHEK,NEW,1,0,1
Peoria,LI007,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,LI008,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
Peoria,LI009,President,,JOHN JOSEPH POLACHEK,NEW,0,0,0
