County,Precinct,Office,District,Candidate,Party,Early,Poll,Total
Peoria,LI003,U S House,18,COLLEEN CALLAHAN,DEM,26,65,91
Peoria,LI004,U S House,18,COLLEEN CALLAHAN,DEM,110,200,310
Peoria,LI005,U S House,18,COLLEEN CALLAHAN,DEM,92,192,284
Peoria,LI006,U S House,18,COLLEEN CALLAHAN,DEM,86,93,179
Peoria,LI007,U S House,18,COLLEEN CALLAHAN,DEM,36,75,111
Peoria,LI008,U S House,18,COLLEEN CALLAHAN,DEM,118,99,217
Peoria,LI009,U S House,18,COLLEEN CALLAHAN,DEM,62,186,248
Peoria,LI010,U S House,18,COLLEEN CALLAHAN,DEM,90,190,280
Peoria,LI011,U S House,18,COLLEEN CALLAHAN,DEM,137,229,366
Peoria,LI012,U S House,18,COLLEEN CALLAHAN,DEM,147,202,349
Peoria,LI013,U S House,18,COLLEEN CALLAHAN,DEM,113,173,286
Peoria,LI014,U S House,18,COLLEEN CALLAHAN,DEM,126,144,270
Peoria,LO001,U S House,18,COLLEEN CALLAHAN,DEM,87,150,237
Peoria,LO002,U S House,18,COLLEEN CALLAHAN,DEM,160,234,394
Peoria,ME001,U S House,18,COLLEEN CALLAHAN,DEM,83,131,214
Peoria,ME002,U S House,18,COLLEEN CALLAHAN,DEM,62,112,174
Peoria,ME003,U S House,18,COLLEEN CALLAHAN,DEM,121,112,233
Peoria,ME004,U S House,18,COLLEEN CALLAHAN,DEM,106,63,169
Peoria,ME005,U S House,18,COLLEEN CALLAHAN,DEM,61,161,222
Peoria,MI001,U S House,18,COLLEEN CALLAHAN,DEM,7,96,103
Peoria,PR001,U S House,18,COLLEEN CALLAHAN,DEM,84,191,275
Peoria,RA001,U S House,18,COLLEEN CALLAHAN,DEM,180,120,300
Peoria,RA002,U S House,18,COLLEEN CALLAHAN,DEM,108,68,176
Peoria,RI001,U S House,18,COLLEEN CALLAHAN,DEM,82,118,200
Peoria,RI002,U S House,18,COLLEEN CALLAHAN,DEM,151,163,314
Peoria,RI003,U S House,18,COLLEEN CALLAHAN,DEM,96,146,242
Peoria,RI004,U S House,18,COLLEEN CALLAHAN,DEM,65,172,237
Peoria,RO001,U S House,18,COLLEEN CALLAHAN,DEM,61,149,210
Peoria,TI001,U S House,18,COLLEEN CALLAHAN,DEM,31,201,232
Peoria,TI002,U S House,18,COLLEEN CALLAHAN,DEM,67,177,244
Peoria,TR001,U S House,18,COLLEEN CALLAHAN,DEM,33,158,191
Peoria,WP001,U S House,18,COLLEEN CALLAHAN,DEM,96,103,199
Peoria,WP002,U S House,18,COLLEEN CALLAHAN,DEM,142,86,228
Peoria,WP003,U S House,18,COLLEEN CALLAHAN,DEM,141,104,245
Peoria,WP004,U S House,18,COLLEEN CALLAHAN,DEM,123,125,248
Peoria,AK001,U S House,18,SHELDON SCHAFER,GRN,1,11,12
Peoria,BR001,U S House,18,SHELDON SCHAFER,GRN,8,19,27
Peoria,CH001,U S House,18,SHELDON SCHAFER,GRN,8,23,31
Peoria,CH002,U S House,18,SHELDON SCHAFER,GRN,13,30,43
Peoria,CH003,U S House,18,SHELDON SCHAFER,GRN,4,20,24
Peoria,CH004,U S House,18,SHELDON SCHAFER,GRN,4,31,35
Peoria,CH005,U S House,18,SHELDON SCHAFER,GRN,16,31,47
Peoria,EL001,U S House,18,SHELDON SCHAFER,GRN,7,13,20
Peoria,EL002,U S House,18,SHELDON SCHAFER,GRN,2,11,13
Peoria,EL003,U S House,18,SHELDON SCHAFER,GRN,3,10,13
Peoria,HA001,U S House,18,SHELDON SCHAFER,GRN,24,28,52
Peoria,HO001,U S House,18,SHELDON SCHAFER,GRN,8,17,25
Peoria,HO002,U S House,18,SHELDON SCHAFER,GRN,5,18,23
Peoria,JU001,U S House,18,SHELDON SCHAFER,GRN,12,29,41
Peoria,KI001,U S House,18,SHELDON SCHAFER,GRN,10,22,32
Peoria,KI002,U S House,18,SHELDON SCHAFER,GRN,8,20,28
Peoria,LI001,U S House,18,SHELDON SCHAFER,GRN,11,17,28
Peoria,LI002,U S House,18,SHELDON SCHAFER,GRN,4,12,16
Peoria,LI003,U S House,18,SHELDON SCHAFER,GRN,3,2,5
Peoria,LI004,U S House,18,SHELDON SCHAFER,GRN,12,19,31
Peoria,LI005,U S House,18,SHELDON SCHAFER,GRN,8,23,31
Peoria,LI006,U S House,18,SHELDON SCHAFER,GRN,10,17,27
Peoria,LI007,U S House,18,SHELDON SCHAFER,GRN,1,11,12
Peoria,LI008,U S House,18,SHELDON SCHAFER,GRN,11,16,27
Peoria,LI009,U S House,18,SHELDON SCHAFER,GRN,7,14,21
Peoria,LI010,U S House,18,SHELDON SCHAFER,GRN,7,17,24
Peoria,LI011,U S House,18,SHELDON SCHAFER,GRN,10,10,20
Peoria,LI012,U S House,18,SHELDON SCHAFER,GRN,11,23,34
Peoria,LI013,U S House,18,SHELDON SCHAFER,GRN,13,20,33
Peoria,LI014,U S House,18,SHELDON SCHAFER,GRN,8,23,31
Peoria,LO001,U S House,18,SHELDON SCHAFER,GRN,11,14,25
Peoria,LO002,U S House,18,SHELDON SCHAFER,GRN,20,30,50
Peoria,ME001,U S House,18,SHELDON SCHAFER,GRN,20,21,41
Peoria,ME002,U S House,18,SHELDON SCHAFER,GRN,11,21,32
Peoria,ME003,U S House,18,SHELDON SCHAFER,GRN,19,24,43
Peoria,ME004,U S House,18,SHELDON SCHAFER,GRN,22,14,36
Peoria,ME005,U S House,18,SHELDON SCHAFER,GRN,7,18,25
Peoria,MI001,U S House,18,SHELDON SCHAFER,GRN,0,3,3
Peoria,PR001,U S House,18,SHELDON SCHAFER,GRN,5,28,33
Peoria,RA001,U S House,18,SHELDON SCHAFER,GRN,28,21,49
Peoria,RA002,U S House,18,SHELDON SCHAFER,GRN,16,8,24
Peoria,RI001,U S House,18,SHELDON SCHAFER,GRN,10,27,37
Peoria,RI002,U S House,18,SHELDON SCHAFER,GRN,17,38,55
Peoria,RI003,U S House,18,SHELDON SCHAFER,GRN,9,33,42
Peoria,RI004,U S House,18,SHELDON SCHAFER,GRN,9,23,32
Peoria,RO001,U S House,18,SHELDON SCHAFER,GRN,8,20,28
Peoria,TI001,U S House,18,SHELDON SCHAFER,GRN,2,17,19
Peoria,TI002,U S House,18,SHELDON SCHAFER,GRN,6,17,23
Peoria,TR001,U S House,18,SHELDON SCHAFER,GRN,1,19,20
Peoria,WP001,U S House,18,SHELDON SCHAFER,GRN,9,13,22
Peoria,WP002,U S House,18,SHELDON SCHAFER,GRN,11,12,23
Peoria,WP003,U S House,18,SHELDON SCHAFER,GRN,12,27,39
Peoria,WP004,U S House,18,SHELDON SCHAFER,GRN,13,29,42
Peoria,AK001,U S Senate,,CHAD N. KOPPIE,CON,2,1,3
Peoria,BR001,U S Senate,,CHAD N. KOPPIE,CON,0,3,3
Peoria,CH001,U S Senate,,CHAD N. KOPPIE,CON,1,6,7
Peoria,CH002,U S Senate,,CHAD N. KOPPIE,CON,1,2,3
Peoria,CH003,U S Senate,,CHAD N. KOPPIE,CON,2,4,6
Peoria,CH004,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,CH005,U S Senate,,CHAD N. KOPPIE,CON,2,1,3
Peoria,EL001,U S Senate,,CHAD N. KOPPIE,CON,2,1,3
Peoria,EL002,U S Senate,,CHAD N. KOPPIE,CON,0,1,1
Peoria,EL003,U S Senate,,CHAD N. KOPPIE,CON,0,0,0
Peoria,HA001,U S Senate,,CHAD N. KOPPIE,CON,0,4,4
Peoria,HO001,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,HO002,U S Senate,,CHAD N. KOPPIE,CON,0,3,3
Peoria,JU001,U S Senate,,CHAD N. KOPPIE,CON,2,4,6
Peoria,KI001,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,KI002,U S Senate,,CHAD N. KOPPIE,CON,0,5,5
Peoria,LI001,U S Senate,,CHAD N. KOPPIE,CON,5,2,7
Peoria,LI002,U S Senate,,CHAD N. KOPPIE,CON,1,1,2
Peoria,LI003,U S Senate,,CHAD N. KOPPIE,CON,0,1,1
Peoria,LI004,U S Senate,,CHAD N. KOPPIE,CON,0,3,3
Peoria,LI005,U S Senate,,CHAD N. KOPPIE,CON,1,4,5
Peoria,LI006,U S Senate,,CHAD N. KOPPIE,CON,1,0,1
Peoria,LI007,U S Senate,,CHAD N. KOPPIE,CON,1,5,6
Peoria,LI008,U S Senate,,CHAD N. KOPPIE,CON,1,2,3
Peoria,LI009,U S Senate,,CHAD N. KOPPIE,CON,1,4,5
Peoria,LI010,U S Senate,,CHAD N. KOPPIE,CON,4,3,7
Peoria,LI011,U S Senate,,CHAD N. KOPPIE,CON,2,2,4
Peoria,LI012,U S Senate,,CHAD N. KOPPIE,CON,2,4,6
Peoria,LI013,U S Senate,,CHAD N. KOPPIE,CON,0,2,2
Peoria,LI014,U S Senate,,CHAD N. KOPPIE,CON,1,2,3
Peoria,LO001,U S Senate,,CHAD N. KOPPIE,CON,4,3,7
Peoria,LO002,U S Senate,,CHAD N. KOPPIE,CON,0,3,3
Peoria,ME001,U S Senate,,CHAD N. KOPPIE,CON,3,1,4
Peoria,ME002,U S Senate,,CHAD N. KOPPIE,CON,0,1,1
Peoria,ME003,U S Senate,,CHAD N. KOPPIE,CON,2,1,3
Peoria,ME004,U S Senate,,CHAD N. KOPPIE,CON,0,0,0
Peoria,ME005,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,MI001,U S Senate,,CHAD N. KOPPIE,CON,1,2,3
Peoria,PR001,U S Senate,,CHAD N. KOPPIE,CON,0,2,2
Peoria,RA001,U S Senate,,CHAD N. KOPPIE,CON,1,0,1
Peoria,RA002,U S Senate,,CHAD N. KOPPIE,CON,4,2,6
Peoria,RI001,U S Senate,,CHAD N. KOPPIE,CON,1,5,6
Peoria,RI002,U S Senate,,CHAD N. KOPPIE,CON,1,7,8
Peoria,RI003,U S Senate,,CHAD N. KOPPIE,CON,2,4,6
Peoria,RI004,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,RO001,U S Senate,,CHAD N. KOPPIE,CON,0,1,1
Peoria,TI001,U S Senate,,CHAD N. KOPPIE,CON,1,5,6
Peoria,TI002,U S Senate,,CHAD N. KOPPIE,CON,2,4,6
Peoria,TR001,U S Senate,,CHAD N. KOPPIE,CON,0,2,2
Peoria,WP001,U S Senate,,CHAD N. KOPPIE,CON,0,2,2
Peoria,WP002,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,WP003,U S Senate,,CHAD N. KOPPIE,CON,2,2,4
Peoria,WP004,U S Senate,,CHAD N. KOPPIE,CON,1,3,4
Peoria,AK001,U S Senate,,KATHY CUMMINGS,GRN,2,9,11
Peoria,BR001,U S Senate,,KATHY CUMMINGS,GRN,4,12,16
Peoria,CH001,U S Senate,,KATHY CUMMINGS,GRN,7,12,19
Peoria,CH002,U S Senate,,KATHY CUMMINGS,GRN,2,12,14
Peoria,CH003,U S Senate,,KATHY CUMMINGS,GRN,2,15,17
Peoria,CH004,U S Senate,,KATHY CUMMINGS,GRN,6,20,26
Peoria,CH005,U S Senate,,KATHY CUMMINGS,GRN,8,18,26
Peoria,EL001,U S Senate,,KATHY CUMMINGS,GRN,2,9,11
Peoria,EL002,U S Senate,,KATHY CUMMINGS,GRN,0,9,9
Peoria,EL003,U S Senate,,KATHY CUMMINGS,GRN,4,6,10
Peoria,HA001,U S Senate,,KATHY CUMMINGS,GRN,10,13,23
Peoria,HO001,U S Senate,,KATHY CUMMINGS,GRN,2,6,8
Peoria,HO002,U S Senate,,KATHY CUMMINGS,GRN,2,13,15
Peoria,JU001,U S Senate,,KATHY CUMMINGS,GRN,6,15,21
Peoria,KI001,U S Senate,,KATHY CUMMINGS,GRN,12,13,25
Peoria,KI002,U S Senate,,KATHY CUMMINGS,GRN,5,6,11
Peoria,LI001,U S Senate,,KATHY CUMMINGS,GRN,7,9,16
Peoria,LI002,U S Senate,,KATHY CUMMINGS,GRN,2,5,7
Peoria,LI003,U S Senate,,KATHY CUMMINGS,GRN,1,3,4
Peoria,LI004,U S Senate,,KATHY CUMMINGS,GRN,3,17,20
Peoria,LI005,U S Senate,,KATHY CUMMINGS,GRN,5,10,15
Peoria,LI006,U S Senate,,KATHY CUMMINGS,GRN,5,5,10
Peoria,LI007,U S Senate,,KATHY CUMMINGS,GRN,1,7,8
Peoria,LI008,U S Senate,,KATHY CUMMINGS,GRN,11,4,15
Peoria,LI009,U S Senate,,KATHY CUMMINGS,GRN,1,9,10
Peoria,LI010,U S Senate,,KATHY CUMMINGS,GRN,3,6,9
Peoria,LI011,U S Senate,,KATHY CUMMINGS,GRN,1,10,11
Peoria,LI012,U S Senate,,KATHY CUMMINGS,GRN,6,4,10
Peoria,LI013,U S Senate,,KATHY CUMMINGS,GRN,12,13,25
Peoria,LI014,U S Senate,,KATHY CUMMINGS,GRN,9,11,20
Peoria,LO001,U S Senate,,KATHY CUMMINGS,GRN,7,11,18
Peoria,LO002,U S Senate,,KATHY CUMMINGS,GRN,9,15,24
Peoria,ME001,U S Senate,,KATHY CUMMINGS,GRN,9,13,22
Peoria,ME002,U S Senate,,KATHY CUMMINGS,GRN,3,5,8
Peoria,ME003,U S Senate,,KATHY CUMMINGS,GRN,9,13,22
Peoria,ME004,U S Senate,,KATHY CUMMINGS,GRN,3,2,5
Peoria,ME005,U S Senate,,KATHY CUMMINGS,GRN,1,12,13
Peoria,MI001,U S Senate,,KATHY CUMMINGS,GRN,1,4,5
Peoria,PR001,U S Senate,,KATHY CUMMINGS,GRN,2,16,18
Peoria,RA001,U S Senate,,KATHY CUMMINGS,GRN,8,8,16
Peoria,RA002,U S Senate,,KATHY CUMMINGS,GRN,5,2,7
Peoria,RI001,U S Senate,,KATHY CUMMINGS,GRN,11,11,22
Peoria,RI002,U S Senate,,KATHY CUMMINGS,GRN,13,21,34
Peoria,RI003,U S Senate,,KATHY CUMMINGS,GRN,4,14,18
Peoria,RI004,U S Senate,,KATHY CUMMINGS,GRN,4,11,15
Peoria,RO001,U S Senate,,KATHY CUMMINGS,GRN,7,10,17
Peoria,TI001,U S Senate,,KATHY CUMMINGS,GRN,2,6,8
Peoria,TI002,U S Senate,,KATHY CUMMINGS,GRN,3,12,15
Peoria,TR001,U S Senate,,KATHY CUMMINGS,GRN,1,11,12
Peoria,WP001,U S Senate,,KATHY CUMMINGS,GRN,2,5,7
Peoria,WP002,U S Senate,,KATHY CUMMINGS,GRN,5,13,18
Peoria,WP003,U S Senate,,KATHY CUMMINGS,GRN,9,8,17
Peoria,WP004,U S Senate,,KATHY CUMMINGS,GRN,7,11,18
Peoria,AK001,U S Senate,,LARRY A. STAFFORD,LBT,0,2,2
Peoria,BR001,U S Senate,,LARRY A. STAFFORD,LBT,2,2,4
Peoria,CH001,U S Senate,,LARRY A. STAFFORD,LBT,2,4,6
Peoria,CH002,U S Senate,,LARRY A. STAFFORD,LBT,2,5,7
Peoria,CH003,U S Senate,,LARRY A. STAFFORD,LBT,0,6,6
Peoria,CH004,U S Senate,,LARRY A. STAFFORD,LBT,2,4,6
Peoria,CH005,U S Senate,,LARRY A. STAFFORD,LBT,4,6,10
Peoria,EL001,U S Senate,,LARRY A. STAFFORD,LBT,0,0,0
Peoria,EL002,U S Senate,,LARRY A. STAFFORD,LBT,3,2,5
Peoria,EL003,U S Senate,,LARRY A. STAFFORD,LBT,4,5,9
Peoria,HA001,U S Senate,,LARRY A. STAFFORD,LBT,7,8,15
Peoria,HO001,U S Senate,,LARRY A. STAFFORD,LBT,2,3,5
Peoria,HO002,U S Senate,,LARRY A. STAFFORD,LBT,1,6,7
Peoria,JU001,U S Senate,,LARRY A. STAFFORD,LBT,2,3,5
Peoria,KI001,U S Senate,,LARRY A. STAFFORD,LBT,4,5,9
Peoria,KI002,U S Senate,,LARRY A. STAFFORD,LBT,1,7,8
Peoria,LI001,U S Senate,,LARRY A. STAFFORD,LBT,2,17,19
Peoria,LI002,U S Senate,,LARRY A. STAFFORD,LBT,9,13,22
Peoria,LI003,U S Senate,,LARRY A. STAFFORD,LBT,1,2,3
Peoria,LI004,U S Senate,,LARRY A. STAFFORD,LBT,1,12,13
Peoria,LI005,U S Senate,,LARRY A. STAFFORD,LBT,1,7,8
Peoria,LI006,U S Senate,,LARRY A. STAFFORD,LBT,1,5,6
Peoria,LI007,U S Senate,,LARRY A. STAFFORD,LBT,0,4,4
Peoria,LI008,U S Senate,,LARRY A. STAFFORD,LBT,2,4,6
Peoria,LI009,U S Senate,,LARRY A. STAFFORD,LBT,0,8,8
Peoria,LI010,U S Senate,,LARRY A. STAFFORD,LBT,4,9,13
Peoria,LI011,U S Senate,,LARRY A. STAFFORD,LBT,2,3,5
Peoria,LI012,U S Senate,,LARRY A. STAFFORD,LBT,1,6,7
Peoria,LI013,U S Senate,,LARRY A. STAFFORD,LBT,3,6,9
Peoria,LI014,U S Senate,,LARRY A. STAFFORD,LBT,3,6,9
Peoria,LO001,U S Senate,,LARRY A. STAFFORD,LBT,1,1,2
Peoria,LO002,U S Senate,,LARRY A. STAFFORD,LBT,5,9,14
Peoria,ME001,U S Senate,,LARRY A. STAFFORD,LBT,4,2,6
Peoria,ME002,U S Senate,,LARRY A. STAFFORD,LBT,6,3,9
Peoria,ME003,U S Senate,,LARRY A. STAFFORD,LBT,5,6,11
Peoria,ME004,U S Senate,,LARRY A. STAFFORD,LBT,2,3,5
Peoria,ME005,U S Senate,,LARRY A. STAFFORD,LBT,2,5,7
Peoria,MI001,U S Senate,,LARRY A. STAFFORD,LBT,0,0,0
Peoria,PR001,U S Senate,,LARRY A. STAFFORD,LBT,0,7,7
Peoria,RA001,U S Senate,,LARRY A. STAFFORD,LBT,4,6,10
Peoria,RA002,U S Senate,,LARRY A. STAFFORD,LBT,4,4,8
Peoria,RI001,U S Senate,,LARRY A. STAFFORD,LBT,4,4,8
Peoria,RI002,U S Senate,,LARRY A. STAFFORD,LBT,5,7,12
Peoria,RI003,U S Senate,,LARRY A. STAFFORD,LBT,2,7,9
Peoria,RI004,U S Senate,,LARRY A. STAFFORD,LBT,2,8,10
Peoria,RO001,U S Senate,,LARRY A. STAFFORD,LBT,1,5,6
Peoria,TI001,U S Senate,,LARRY A. STAFFORD,LBT,0,7,7
Peoria,TI002,U S Senate,,LARRY A. STAFFORD,LBT,0,2,2
Peoria,TR001,U S Senate,,LARRY A. STAFFORD,LBT,1,2,3
Peoria,WP001,U S Senate,,LARRY A. STAFFORD,LBT,0,3,3
Peoria,WP002,U S Senate,,LARRY A. STAFFORD,LBT,1,4,5
Peoria,WP003,U S Senate,,LARRY A. STAFFORD,LBT,2,4,6
Peoria,WP004,U S Senate,,LARRY A. STAFFORD,LBT,2,9,11
Peoria,AK001,U S Senate,,RICHARD J. DURBIN,DEM,66,156,222
Peoria,BR001,U S Senate,,RICHARD J. DURBIN,DEM,95,238,333
Peoria,CH001,U S Senate,,RICHARD J. DURBIN,DEM,198,292,490
Peoria,CH002,U S Senate,,RICHARD J. DURBIN,DEM,161,247,408
Peoria,CH003,U S Senate,,RICHARD J. DURBIN,DEM,103,264,367
Peoria,CH004,U S Senate,,RICHARD J. DURBIN,DEM,126,322,448
Peoria,CH005,U S Senate,,RICHARD J. DURBIN,DEM,183,351,534
Peoria,EL001,U S Senate,,RICHARD J. DURBIN,DEM,60,161,221
Peoria,EL002,U S Senate,,RICHARD J. DURBIN,DEM,69,187,256
Peoria,EL003,U S Senate,,RICHARD J. DURBIN,DEM,68,184,252
Peoria,HA001,U S Senate,,RICHARD J. DURBIN,DEM,159,273,432
Peoria,HO001,U S Senate,,RICHARD J. DURBIN,DEM,95,270,365
Peoria,HO002,U S Senate,,RICHARD J. DURBIN,DEM,76,142,218
Peoria,JU001,U S Senate,,RICHARD J. DURBIN,DEM,166,269,435
Peoria,KI001,U S Senate,,RICHARD J. DURBIN,DEM,303,270,573
Peoria,KI002,U S Senate,,RICHARD J. DURBIN,DEM,92,221,313
Peoria,LI001,U S Senate,,RICHARD J. DURBIN,DEM,138,371,509
Peoria,LI002,U S Senate,,RICHARD J. DURBIN,DEM,209,246,455
Peoria,LI003,U S Senate,,RICHARD J. DURBIN,DEM,34,88,122
Peoria,LI004,U S Senate,,RICHARD J. DURBIN,DEM,154,304,458
Peoria,LI005,U S Senate,,RICHARD J. DURBIN,DEM,119,307,426
Peoria,LI006,U S Senate,,RICHARD J. DURBIN,DEM,109,184,293
Peoria,LI007,U S Senate,,RICHARD J. DURBIN,DEM,47,115,162
Peoria,LI008,U S Senate,,RICHARD J. DURBIN,DEM,163,206,369
Peoria,LI009,U S Senate,,RICHARD J. DURBIN,DEM,81,267,348
Peoria,LI010,U S Senate,,RICHARD J. DURBIN,DEM,117,345,462
Peoria,LI011,U S Senate,,RICHARD J. DURBIN,DEM,183,366,549
Peoria,LI012,U S Senate,,RICHARD J. DURBIN,DEM,236,379,615
Peoria,LI013,U S Senate,,RICHARD J. DURBIN,DEM,167,338,505
Peoria,LI014,U S Senate,,RICHARD J. DURBIN,DEM,195,244,439
Peoria,LO001,U S Senate,,RICHARD J. DURBIN,DEM,137,247,384
Peoria,LO002,U S Senate,,RICHARD J. DURBIN,DEM,201,374,575
Peoria,ME001,U S Senate,,RICHARD J. DURBIN,DEM,133,212,345
Peoria,ME002,U S Senate,,RICHARD J. DURBIN,DEM,104,197,301
Peoria,ME003,U S Senate,,RICHARD J. DURBIN,DEM,213,199,412
Peoria,ME004,U S Senate,,RICHARD J. DURBIN,DEM,173,121,294
Peoria,ME005,U S Senate,,RICHARD J. DURBIN,DEM,79,244,323
Peoria,MI001,U S Senate,,RICHARD J. DURBIN,DEM,11,107,118
Peoria,PR001,U S Senate,,RICHARD J. DURBIN,DEM,105,277,382
Peoria,RA001,U S Senate,,RICHARD J. DURBIN,DEM,277,198,475
Peoria,RA002,U S Senate,,RICHARD J. DURBIN,DEM,154,106,260
Peoria,RI001,U S Senate,,RICHARD J. DURBIN,DEM,127,226,353
Peoria,RI002,U S Senate,,RICHARD J. DURBIN,DEM,211,259,470
Peoria,RI003,U S Senate,,RICHARD J. DURBIN,DEM,145,291,436
Peoria,RI004,U S Senate,,RICHARD J. DURBIN,DEM,92,320,412
Peoria,RO001,U S Senate,,RICHARD J. DURBIN,DEM,71,248,319
Peoria,TI001,U S Senate,,RICHARD J. DURBIN,DEM,51,303,354
Peoria,TI002,U S Senate,,RICHARD J. DURBIN,DEM,84,284,368
Peoria,TR001,U S Senate,,RICHARD J. DURBIN,DEM,44,260,304
Peoria,WP001,U S Senate,,RICHARD J. DURBIN,DEM,132,146,278
Peoria,WP002,U S Senate,,RICHARD J. DURBIN,DEM,203,174,377
Peoria,WP003,U S Senate,,RICHARD J. DURBIN,DEM,210,201,411
Peoria,WP004,U S Senate,,RICHARD J. DURBIN,DEM,169,209,378
Peoria,AK001,U S Senate,,STEVE SAUERBERG,REP,77,212,289
Peoria,BR001,U S Senate,,STEVE SAUERBERG,REP,32,133,165
Peoria,CH001,U S Senate,,STEVE SAUERBERG,REP,122,189,311
Peoria,CH002,U S Senate,,STEVE SAUERBERG,REP,73,193,266
Peoria,CH003,U S Senate,,STEVE SAUERBERG,REP,49,125,174
Peoria,CH004,U S Senate,,STEVE SAUERBERG,REP,59,160,219
Peoria,CH005,U S Senate,,STEVE SAUERBERG,REP,83,182,265
Peoria,EL001,U S Senate,,STEVE SAUERBERG,REP,28,71,99
Peoria,EL002,U S Senate,,STEVE SAUERBERG,REP,46,108,154
Peoria,EL003,U S Senate,,STEVE SAUERBERG,REP,50,117,167
Peoria,HA001,U S Senate,,STEVE SAUERBERG,REP,147,289,436
Peoria,HO001,U S Senate,,STEVE SAUERBERG,REP,52,165,217
Peoria,HO002,U S Senate,,STEVE SAUERBERG,REP,35,77,112
Peoria,JU001,U S Senate,,STEVE SAUERBERG,REP,210,299,509
Peoria,KI001,U S Senate,,STEVE SAUERBERG,REP,237,253,490
Peoria,KI002,U S Senate,,STEVE SAUERBERG,REP,34,122,156
Peoria,LI001,U S Senate,,STEVE SAUERBERG,REP,61,133,194
Peoria,LI002,U S Senate,,STEVE SAUERBERG,REP,88,131,219
Peoria,LI003,U S Senate,,STEVE SAUERBERG,REP,31,54,85
Peoria,LI004,U S Senate,,STEVE SAUERBERG,REP,79,123,202
Peoria,LI005,U S Senate,,STEVE SAUERBERG,REP,37,68,105
Peoria,LI006,U S Senate,,STEVE SAUERBERG,REP,42,57,99
Peoria,LI007,U S Senate,,STEVE SAUERBERG,REP,10,52,62
Peoria,LI008,U S Senate,,STEVE SAUERBERG,REP,85,108,193
Peoria,LI009,U S Senate,,STEVE SAUERBERG,REP,24,101,125
Peoria,LI010,U S Senate,,STEVE SAUERBERG,REP,58,149,207
Peoria,LI011,U S Senate,,STEVE SAUERBERG,REP,76,131,207
Peoria,LI012,U S Senate,,STEVE SAUERBERG,REP,87,189,276
Peoria,LI013,U S Senate,,STEVE SAUERBERG,REP,116,203,319
Peoria,LI014,U S Senate,,STEVE SAUERBERG,REP,86,138,224
Peoria,LO001,U S Senate,,STEVE SAUERBERG,REP,91,203,294
Peoria,LO002,U S Senate,,STEVE SAUERBERG,REP,87,209,296
Peoria,ME001,U S Senate,,STEVE SAUERBERG,REP,103,188,291
Peoria,ME002,U S Senate,,STEVE SAUERBERG,REP,87,157,244
Peoria,ME003,U S Senate,,STEVE SAUERBERG,REP,236,212,448
Peoria,ME004,U S Senate,,STEVE SAUERBERG,REP,213,185,398
Peoria,ME005,U S Senate,,STEVE SAUERBERG,REP,54,135,189
Peoria,MI001,U S Senate,,STEVE SAUERBERG,REP,7,93,100
Peoria,PR001,U S Senate,,STEVE SAUERBERG,REP,71,195,266
Peoria,RA001,U S Senate,,STEVE SAUERBERG,REP,252,216,468
Peoria,RA002,U S Senate,,STEVE SAUERBERG,REP,183,136,319
Peoria,RI001,U S Senate,,STEVE SAUERBERG,REP,49,111,160
Peoria,RI002,U S Senate,,STEVE SAUERBERG,REP,124,199,323
Peoria,RI003,U S Senate,,STEVE SAUERBERG,REP,46,103,149
Peoria,RI004,U S Senate,,STEVE SAUERBERG,REP,34,112,146
Peoria,RO001,U S Senate,,STEVE SAUERBERG,REP,85,208,293
Peoria,TI001,U S Senate,,STEVE SAUERBERG,REP,25,146,171
Peoria,TI002,U S Senate,,STEVE SAUERBERG,REP,55,130,185
Peoria,TR001,U S Senate,,STEVE SAUERBERG,REP,48,146,194
Peoria,WP001,U S Senate,,STEVE SAUERBERG,REP,49,45,94
Peoria,WP002,U S Senate,,STEVE SAUERBERG,REP,74,68,142
Peoria,WP003,U S Senate,,STEVE SAUERBERG,REP,45,81,126
Peoria,WP004,U S Senate,,STEVE SAUERBERG,REP,73,68,141
